Station_ID,Lat,Long,Source_No,Agency,Contact,Data Link
Potomac_VAD_WVSBSFS-09232005,38.570389,-79.277083,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSFS-09232005
Potomac_VAD_WVSBSFS-10272004,38.673979,-79.202896,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSFS-10272004
Potomac_VAD_WVSBSMC-07292003,38.961173,-79.112737,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSMC-07292003
WVSBSMC-08012001,38.961167,-79.112444,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVCACAR-08012001
WVSBSOU-11152005,38.673722,-79.202778,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSOU-11152005
WVSBSOU-11162005,38.666944,-79.323611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSOU-11162005
Potomac_VAD_WVSBSPR-03142008,38.933056,-79.099722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-03142008
Potomac_VAD_WVSBSPR-05102005,38.932972,-79.099889,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBDUR-05102005
Potomac_VAD_WVSBSPR-05102005a,38.924889,-79.091611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBDUR-05102005a
Potomac_VAD_WVSBSPR-05102005b,38.916667,-79.081194,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-05102005b
Potomac_VAD_WVSBSPR-05232006,38.928056,-79.0975,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-05232006
Potomac_VAD_WVSBSPR-05312008,38.933028,-79.099861,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-05312008
Potomac_VAD_WVSBSPR-05312008a,38.924778,-79.0915,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-05312008a
Potomac_VAD_WVSBSPR-05312008b,38.917361,-79.082694,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-05312008b
Potomac_VAD_WVSBSPR-06132006,38.934167,-79.1,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-06132006
WVSBSPR-06212007,38.934167,-79.1,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-06212007
WVSBSPR-07102003,38.930556,-79.088611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-07102003
Potomac_VAD_WVSBSPR-07102003a,38.911944,-79.075278,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-07102003a
Potomac_VAD_WVSBSPR-08182005,38.934167,-79.1,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-08182005
Potomac_VAD_WVSBSPR-09072007,38.928806,-79.098139,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-09072007
Potomac_VAD_WVSBSPR-09212006,38.934167,-79.1,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-09212006
Potomac_VAD_WVSBSPR-10132005,38.933056,-79.1,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBDUR-10132005
Potomac_VAD_WVSBSPR-10132005a,38.925,-79.091667,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBDUR-10132005a
Potomac_VAD_WVSBSPR-10132005b,38.916667,-79.081111,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-10132005b
Potomac_VAD_WVSBSPR-10182005,38.934167,-79.1,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-10182005
WVSBSPR-10222009,38.920833,-79.086667,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSPR-10222009
Potomac_VAD_WVSBUTW-06151999,38.455556,-79.409167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBUTW-06151999
WVSBUTW-06241997,38.456111,-79.409167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBUTW-06241997
WVSBUTW-06241999,38.456111,-79.409167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBUTW-06241999
Potomac_VAD_WVSBUTW-08091998,38.456111,-79.409167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBUTW-08091998
Potomac_VAD_WVSBWBR-05012002,39.109722,-79.016389,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVCALLR-05012002
WVCALLR-05012002,39.116556,-79.010472,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBWBR-07012002
WVSBWHC-07212006,38.509167,-79.368333,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBWHC-07212006
Potomac_VAD_WVSBWHI-11082006,38.507944,-79.368972,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBWHI-11082006
Potomac_VAD_WVSBWHI-11152007,38.507778,-79.368889,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBWHI-11152007
Potomac_VAD_WVSBWHI-11152007t,38.511639,-79.364472,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBWHI-11152007t
Potomac_VAD_WVSBWTC-10172001,38.520278,-79.37,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSBSBP-10172001
Potomac_VAD_WVSHBUR-04022001,39.248889,-77.933611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-04022001
Potomac_VAD_WVSHBUR-04082000,39.249167,-77.945278,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-04082000
WVSHBUR-05122000,39.211944,-77.834722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-05122000
Potomac_VAD_WVSHBUR-05162001,39.211944,-77.834722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-05162001
Potomac_VAD_WVSHBUR-06092000,39.234444,-77.896944,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-06092000
Potomac_VAD_WVSHBUR-06281999,39.211389,-77.834722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-06281999
WVSHBUR-06301999,39.235278,-77.898333,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-06301999
WVSHBUR-07061999,39.249167,-77.945278,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-07061999
Potomac_VAD_WVSHBUR-09042001,39.211944,-77.834722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-09042001
WVSHBUR-10052000,39.211944,-77.834722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-10052000
Potomac_VAD_WVSHBUR-10072001,39.248889,-77.933611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-10072001
Potomac_VAD_WVSHBUR-10122000,39.234444,-77.896944,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-10122000
Potomac_VAD_WVSHBUR-10162001,39.234444,-77.896944,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-10162001
Potomac_VAD_WVSHBUR-10222002,39.234444,-77.896944,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-10222002
Potomac_VAD_WVSHBUR-10242002,39.213611,-77.849722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVCABAR-10242002
Potomac_VAD_WVSHBUR-10302003,39.234167,-77.896944,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-10302003
WVSHBUR-11032004,39.211944,-77.834722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-11032004
Potomac_VAD_WVSHBUR-11072003,39.248889,-77.933611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-11072003
Potomac_VAD_WVSHBUR-11092000,39.248889,-77.933611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHBUR-11092000
WVSHELR-06111999,39.336111,-77.769444,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHELR-06111999
Potomac_VAD_WVSHEVR-03162001,39.291667,-77.869167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-03162001
Potomac_VAD_WVSHEVR-03202001,39.2525,-77.854722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-03202001
WVPDRAR-04012001,39.2525,-77.854722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-03212001
Potomac_VAD_WVSHEVR-03272000,39.297222,-77.906111,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-03272000
WVSHEVR-04082002,39.282778,-77.864167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-04082002
WVSHEVR-04162000,39.291667,-77.869167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-04162000
Potomac_VAD_WVSHEVR-04182002,39.295278,-77.902222,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-04182002
WVSHEVR-11202001a,39.297222,-77.906111,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-04282003
Potomac_VAD_WVSHEVR-05012003,39.291667,-77.869167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-05012003
WVSHEVR-05022000,39.2525,-77.854722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-05022000
WVSHEVR-07031999,39.295278,-77.902222,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-07031999
WVSHEVR-07071999,39.296389,-77.898889,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-07071999
WVSHEVR-07081999,39.291667,-77.869444,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-07081999
Potomac_VAD_WVSHEVR-10022003,39.291667,-77.869167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-10022003
Potomac_VAD_WVSHEVR-10102003,39.297222,-77.906111,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVPDELR-10102003
Potomac_VAD_WVSHEVR-10282003,39.2525,-77.854722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-10282003
Potomac_VAD_WVSHEVR-11012001,39.291667,-77.869167,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVPDELR-11012001
Potomac_VAD_WVSHEVR-11062000,39.2525,-77.854722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-11062000
WVSHEVR-11202001a,39.297222,-77.906111,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVPDRMR-11062001
WVSHEVR-11202001a,39.297222,-77.906111,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHEVR-11202001a
Potomac_VAD_WVSHFSR-01312002,39.298889,-77.793611,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHFSR-01312002
Potomac_VAD_WVSHFSR-11022000,39.3125,-77.8425,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHFSR-11022000
Potomac_VAD_WVSHFSR-11062001,39.310556,-77.789722,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVPDRMR-11062001
Potomac_VAD_WVSHHOR-06122008,39.16875,-77.845139,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVPDSLC-06122008
Potomac_VAD_WVSHHUR-04302003,39.28825,-78.791417,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHHUR-04302003
Potomac_VAD_WVSHHUR-11162003,39.292,-77.8105,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHHUR-11162003
Potomac_VAD_WVSHNBR-10242002,39.245,-77.887778,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVCABAR-10242002
Potomac_VAD_WVSHNFB-04092001,39.238611,-77.8825,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHNFB-04092001
WVSHNFB-06181999,39.259444,-77.897778,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHNFB-06181999
Potomac_VAD_WVSHNFB-10152001,39.259444,-77.898056,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHNFB-10152001
Potomac_VAD_WVSHROR-06282006,39.511944,-78.3775,ICPRB_40SOS,WV DEP,"Glen Nelson, 304-926-0499 x1710, Glenn.R.Nelson@wv.gov",https://apps.dep.wv.gov/dwwm/wvsos/vad/publicindex.cfm?Action=View&SurveyCode=WVSHROR-06282006
PRAL-102-2008,39.60081,-78.4573,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRAL-103-2001,39.65561,-78.30696,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRAL-104-2001,39.60711,-78.42927,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRAL-106-2001,39.60866,-78.45611,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRAL-107-2001,39.57986,-78.46136,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRAL-208-2001,39.59786,-78.43682,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRFR-101-2004,39.27832,-77.4807,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRFR-102-2004,39.33667,-77.47848,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRFR-103-2004,39.39534,-77.66362,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRFR-108-2004,39.33734,-77.65695,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRFR-112-2004,39.34535,-77.64941,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
PRFR-115-2004,39.34966,-77.47529,ICPRB_20BSS,MD DNR,"Michael Kashiwagi, mkashiwagi@dnr.state.md.us",http://www.dnr.state.md.us/map_template/streamhealth/index.html
